trial,1-exe,1-uintr,2-exe,2-uintr,3-exe,3-uintr,4-exe,4-uintr,5-exe,5-uintr,6-exe,6-uintr,7-exe,7-uintr,8-exe,8-uintr,9-exe,9-uintr,10-exe,10-uintr,11-exe,11-uintr,12-exe,12-uintr,13-exe,13-uintr,14-exe,14-uintr,15-exe,15-uintr,16-exe,16-uintr
1,1.385296896,134879,2.831108096,275652,4.274059776,416075,5.76456448,561105,7.261551104,706731,8.864371712,862638,10.566893824,1028399,12.280749568,1195000,13.938598656,1356474,15.524020224,1510797,17.349170176,1688235,19.009546752,1850033,20.68651264,2013081,22.487791616,2188122,24.21548672,2356307,26.013810176,2531047
2,1.385327872,134930,2.83278336,275833,4.277942784,416445,5.752210688,559885,7.270176768,707589,8.874275584,863613,10.582059776,1029888,12.259210496,1192844,13.919850752,1354668,15.580024064,1516158,17.329385984,1686214,18.982782208,1847442,20.723002112,2016624,22.490005504,2188361,24.216333312,2356064,26.018825984,2531289
3,1.386251776,135010,2.833468928,275853,4.276933888,416321,5.748907008,559531,7.269052928,707477,8.859540224,862152,10.521042176,1023726,12.247534848,1191845,13.82110592,1344774,15.636985344,1521539,17.305110784,1684195,18.976811264,1846872,20.707921152,2015232,22.398783488,2180074,24.2549312,2359917,26.005439488,2530177
4,1.385061888,134900,2.831938304,275746,4.273611008,416053,5.75897984,560548,7.282665216,708691,8.882917888,864419,10.518613248,1023458,12.279369984,1194818,13.830089728,1345674,15.600621568,1517946,17.348949248,1688219,19.031226112,1851707,20.79291392,2023268,22.510606848,2190200,24.256185088,2360044,25.994038272,2529198
5,1.386502144,135035,2.833181952,275861,4.275454464,416196,5.758041088,560395,7.256276224,706186,8.853541632,861690,10.5192,1023748,12.221263872,1189453,13.891300096,1351908,15.59468416,1517635,17.319308032,1685255,18.96922112,1846091,20.703841024,2014805,22.514419712,2190720,24.3172608,2366007,26.021007104,2531766
